hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
38,36,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,33,8,6,NA,NA,NA,NA,NA,NA,NA,NA
37,30,6,3,NA,NA,NA,NA,NA,NA,NA,NA
32,32,6,4,NA,NA,NA,NA,NA,NA,NA,NA
38,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,34,7,1,NA,NA,NA,NA,NA,NA,NA,NA
65,64,37,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,36,13,10,NA,NA,NA,NA,NA,NA,NA,NA
34,33,4,1,NA,NA,NA,NA,NA,NA,NA,NA
34,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,34,5,3,NA,NA,NA,NA,NA,NA,NA,NA
34,33,4,2,NA,NA,NA,NA,NA,NA,NA,NA
38,34,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,38,10,7,NA,NA,NA,NA,NA,NA,NA,NA
39,38,9,6,NA,NA,NA,NA,NA,NA,NA,NA
43,38,12,10,NA,NA,NA,NA,NA,NA,NA,NA
33,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,30,4,2,NA,NA,NA,NA,NA,NA,NA,NA
40,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,63,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,37,12,8,5,3,NA,NA,NA,NA,NA,NA
57,56,30,26,NA,NA,NA,NA,NA,NA,NA,NA
35,34,7,1,NA,NA,NA,NA,NA,NA,NA,NA
38,38,14,12,9,4,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,32,6,3,NA,NA,NA,NA,NA,NA,NA,NA
33,30,3,0,NA,NA,NA,NA,NA,NA,NA,NA
38,35,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,37,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,34,3,1,NA,NA,NA,NA,NA,NA,NA,NA
43,34,5,3,NA,NA,NA,NA,NA,NA,NA,NA
34,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,8,6,2,NA,NA,NA,NA,NA,NA,NA
39,33,8,6,3,NA,NA,NA,NA,NA,NA,NA
58,58,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,9,7,4,1,NA,NA,NA,NA,NA,NA
40,33,8,5,NA,NA,NA,NA,NA,NA,NA,NA
46,42,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,43,13,10,NA,NA,NA,NA,NA,NA,NA,NA
47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,50,21,18,14,NA,NA,NA,NA,NA,NA,NA
47,44,14,9,NA,NA,NA,NA,NA,NA,NA,NA
55,24,22,20,NA,NA,NA,NA,NA,NA,NA,NA
59,56,28,25,NA,NA,NA,NA,NA,NA,NA,NA
48,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,49,17,15,NA,NA,NA,NA,NA,NA,NA,NA
65,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,53,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,53,32,11,9,NA,NA,NA,NA,NA,NA,NA
52,49,20,18,16,NA,NA,NA,NA,NA,NA,NA
44,36,8,6,3,NA,NA,NA,NA,NA,NA,NA
38,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,46,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,42,18,16,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,35,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,32,5,2,NA,NA,NA,NA,NA,NA,NA,NA
34,33,5,2,NA,NA,NA,NA,NA,NA,NA,NA
33,30,5,3,NA,NA,NA,NA,NA,NA,NA,NA
38,33,6,4,0,NA,NA,NA,NA,NA,NA,NA
44,44,7,7,NA,NA,NA,NA,NA,NA,NA,NA
39,36,10,7,NA,NA,NA,NA,NA,NA,NA,NA
82,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,45,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,51,25,22,18,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,56,56,48,25,19,19,NA,NA,NA,NA,NA
62,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,71,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,33,7,5,NA,NA,NA,NA,NA,NA,NA,NA
43,42,12,9,6,NA,NA,NA,NA,NA,NA,NA
42,38,10,9,6,NA,NA,NA,NA,NA,NA,NA
49,36,4,2,NA,NA,NA,NA,NA,NA,NA,NA
59,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,54,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,36,10,8,4,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,49,23,19,NA,NA,NA,NA,NA,NA,NA,NA
61,37,34,31,NA,NA,NA,NA,NA,NA,NA,NA
49,48,25,20,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,49,23,23,14,0,NA,NA,NA,NA,NA,NA
59,55,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,54,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,38,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,13,10,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,35,6,2,NA,NA,NA,NA,NA,NA,NA,NA
52,51,26,24,NA,NA,NA,NA,NA,NA,NA,NA
46,45,19,15,NA,NA,NA,NA,NA,NA,NA,NA
70,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,38,12,10,NA,NA,NA,NA,NA,NA,NA,NA
45,44,18,13,NA,NA,NA,NA,NA,NA,NA,NA
46,45,15,14,13,NA,NA,NA,NA,NA,NA,NA
47,46,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,24,20,NA,NA,NA,NA,NA,NA,NA,NA
28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,33,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,46,19,16,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,76,54,48,15,NA,NA,NA,NA,NA,NA,NA
50,49,22,18,0,NA,NA,NA,NA,NA,NA,NA
74,72,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,55,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,50,24,24,22,1,NA,NA,NA,NA,NA,NA
34,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,41,7,6,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,50,26,24,18,NA,NA,NA,NA,NA,NA,NA
48,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,39,12,8,NA,NA,NA,NA,NA,NA,NA,NA
40,34,6,3,1,NA,NA,NA,NA,NA,NA,NA
62,43,16,15,13,NA,NA,NA,NA,NA,NA,NA
55,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,47,20,18,NA,NA,NA,NA,NA,NA,NA,NA
73,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,46,18,16,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,17,15,11,NA,NA,NA,NA,NA,NA,NA
56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,35,11,8,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,54,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,37,8,6,NA,NA,NA,NA,NA,NA,NA,NA
44,44,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,55,27,26,NA,NA,NA,NA,NA,NA,NA,NA
52,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,50,25,21,20,NA,NA,NA,NA,NA,NA,NA
79,50,48,21,16,NA,NA,NA,NA,NA,NA,NA
30,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,38,5,4,NA,NA,NA,NA,NA,NA,NA,NA
35,34,7,5,NA,NA,NA,NA,NA,NA,NA,NA
80,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,39,15,12,NA,NA,NA,NA,NA,NA,NA,NA
62,59,33,30,NA,NA,NA,NA,NA,NA,NA,NA
39,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,39,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,68,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,33,14,9,NA,NA,NA,NA,NA,NA,NA,NA
54,47,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,50,27,24,13,NA,NA,NA,NA,NA,NA,NA
56,48,22,20,17,NA,NA,NA,NA,NA,NA,NA
49,47,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,50,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,29,3,0,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,65,34,29,27,0,NA,NA,NA,NA,NA,NA
56,52,36,31,NA,NA,NA,NA,NA,NA,NA,NA
48,46,22,19,NA,NA,NA,NA,NA,NA,NA,NA
46,45,15,13,NA,NA,NA,NA,NA,NA,NA,NA
44,43,18,15,NA,NA,NA,NA,NA,NA,NA,NA
56,53,29,27,NA,NA,NA,NA,NA,NA,NA,NA
57,52,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,10,7,NA,NA,NA,NA,NA,NA,NA,NA
43,39,10,7,NA,NA,NA,NA,NA,NA,NA,NA
31,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,21,18,17,NA,NA,NA,NA,NA,NA,NA
50,50,19,17,NA,NA,NA,NA,NA,NA,NA,NA
82,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,21,1,0,NA,NA,NA,NA,NA,NA,NA
77,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,35,11,8,NA,NA,NA,NA,NA,NA,NA,NA
61,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,32,5,2,1,NA,NA,NA,NA,NA,NA,NA
34,32,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,34,4,4,NA,NA,NA,NA,NA,NA,NA,NA
33,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,52,18,16,NA,NA,NA,NA,NA,NA,NA,NA
81,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,13,11,NA,NA,NA,NA,NA,NA,NA,NA
56,54,39,36,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,49,22,20,18,17,1,NA,NA,NA,NA,NA
57,28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,31,5,3,NA,NA,NA,NA,NA,NA,NA,NA
56,42,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,55,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,43,14,11,NA,NA,NA,NA,NA,NA,NA,NA
51,49,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,36,9,7,2,NA,NA,NA,NA,NA,NA,NA
50,50,22,20,15,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,56,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,46,12,8,NA,NA,NA,NA,NA,NA,NA,NA
76,46,22,15,NA,NA,NA,NA,NA,NA,NA,NA
40,36,12,11,NA,NA,NA,NA,NA,NA,NA,NA
73,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,43,19,15,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,9,7,NA,NA,NA,NA,NA,NA,NA,NA
27,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,19,18,16,13,NA,NA,NA,NA,NA,NA
30,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,33,5,3,NA,NA,NA,NA,NA,NA,NA,NA
65,61,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,58,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,44,16,15,12,NA,NA,NA,NA,NA,NA,NA
58,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,12,10,5,NA,NA,NA,NA,NA,NA,NA
42,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,47,21,19,NA,NA,NA,NA,NA,NA,NA,NA
50,48,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,30,12,10,8,3,NA,NA,NA,NA,NA,NA
57,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,43,14,12,NA,NA,NA,NA,NA,NA,NA,NA
74,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,37,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,40,16,14,NA,NA,NA,NA,NA,NA,NA,NA
47,46,16,12,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,48,23,20,NA,NA,NA,NA,NA,NA,NA,NA
54,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,21,11,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,24,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,29,26,24,0,NA,NA,NA,NA,NA,NA,NA
37,32,7,5,NA,NA,NA,NA,NA,NA,NA,NA
76,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,21,19,17,15,11,7,NA,NA,NA,NA
57,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,49,20,18,NA,NA,NA,NA,NA,NA,NA,NA
46,24,22,19,NA,NA,NA,NA,NA,NA,NA,NA
36,35,12,7,2,NA,NA,NA,NA,NA,NA,NA
37,35,7,4,NA,NA,NA,NA,NA,NA,NA,NA
43,43,13,7,NA,NA,NA,NA,NA,NA,NA,NA
39,31,9,2,1,NA,NA,NA,NA,NA,NA,NA
53,51,23,18,NA,NA,NA,NA,NA,NA,NA,NA
53,46,21,17,17,NA,NA,NA,NA,NA,NA,NA
52,51,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,55,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,47,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,47,30,24,17,NA,NA,NA,NA,NA,NA
47,45,20,16,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,13,12,10,1,NA,NA,NA,NA,NA,NA
30,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,20,18,NA,NA,NA,NA,NA,NA,NA,NA
63,61,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,55,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,34,8,5,NA,NA,NA,NA,NA,NA,NA,NA
41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,40,8,5,NA,NA,NA,NA,NA,NA,NA,NA
49,48,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,7,4,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,48,22,20,0,NA,NA,NA,NA,NA,NA,NA
47,41,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,36,6,4,NA,NA,NA,NA,NA,NA,NA,NA
68,65,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,43,19,16,NA,NA,NA,NA,NA,NA,NA,NA
51,50,27,24,22,NA,NA,NA,NA,NA,NA,NA
32,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,34,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,54,22,19,NA,NA,NA,NA,NA,NA,NA,NA
74,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,47,25,22,19,NA,NA,NA,NA,NA,NA,NA
58,51,20,17,14,10,NA,NA,NA,NA,NA,NA
36,30,4,2,NA,NA,NA,NA,NA,NA,NA,NA
35,34,8,6,3,0,NA,NA,NA,NA,NA,NA
47,45,26,24,21,19,NA,NA,NA,NA,NA,NA
44,20,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,49,22,20,NA,NA,NA,NA,NA,NA,NA,NA
34,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,36,6,2,NA,NA,NA,NA,NA,NA,NA,NA
42,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,50,25,24,NA,NA,NA,NA,NA,NA,NA,NA
54,50,22,20,NA,NA,NA,NA,NA,NA,NA,NA
81,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,37,9,4,NA,NA,NA,NA,NA,NA,NA,NA
38,35,12,10,8,5,NA,NA,NA,NA,NA,NA
32,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,6,4,NA,NA,NA,NA,NA,NA,NA,NA
30,30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,48,24,23,22,NA,NA,NA,NA,NA,NA,NA
41,38,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,25,24,22,1,NA,NA,NA,NA,NA,NA,NA
48,46,20,16,NA,NA,NA,NA,NA,NA,NA,NA
31,31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,31,8,6,4,NA,NA,NA,NA,NA,NA,NA
53,49,28,25,21,16,NA,NA,NA,NA,NA,NA
43,33,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,44,22,21,21,18,NA,NA,NA,NA,NA,NA
45,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,25,23,20,1,NA,NA,NA,NA,NA,NA,NA
75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,11,8,NA,NA,NA,NA,NA,NA,NA,NA
44,43,17,15,NA,NA,NA,NA,NA,NA,NA,NA
57,53,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,52,26,14,NA,NA,NA,NA,NA,NA,NA,NA
55,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,15,13,NA,NA,NA,NA,NA,NA,NA,NA
42,41,20,15,NA,NA,NA,NA,NA,NA,NA,NA
56,55,26,16,NA,NA,NA,NA,NA,NA,NA,NA
50,49,22,20,18,NA,NA,NA,NA,NA,NA,NA
56,56,25,24,NA,NA,NA,NA,NA,NA,NA,NA
55,49,25,23,20,NA,NA,NA,NA,NA,NA,NA
48,47,27,23,12,11,NA,NA,NA,NA,NA,NA
65,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,44,19,16,NA,NA,NA,NA,NA,NA,NA,NA
44,37,11,8,NA,NA,NA,NA,NA,NA,NA,NA
34,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,36,16,11,NA,NA,NA,NA,NA,NA,NA,NA
65,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,50,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,42,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
