hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
38,37,15,13,3,3,NA,NA,NA,NA,NA,NA
44,20,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,52,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,25,23,NA,NA,NA,NA,NA,NA,NA,NA
79,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,45,21,15,9,NA,NA,NA,NA,NA,NA,NA
47,45,21,18,NA,NA,NA,NA,NA,NA,NA,NA
35,33,9,6,NA,NA,NA,NA,NA,NA,NA,NA
48,46,22,20,15,NA,NA,NA,NA,NA,NA,NA
71,71,67,40,10,8,NA,NA,NA,NA,NA,NA
52,49,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,52,30,28,27,19,NA,NA,NA,NA,NA,NA
57,56,28,18,NA,NA,NA,NA,NA,NA,NA,NA
68,67,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,37,11,9,7,NA,NA,NA,NA,NA,NA,NA
38,36,5,2,NA,NA,NA,NA,NA,NA,NA,NA
25,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,51,28,27,NA,NA,NA,NA,NA,NA,NA,NA
62,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,52,26,24,21,17,NA,NA,NA,NA,NA,NA
43,16,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,47,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,54,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,11,11,NA,NA,NA,NA,NA,NA,NA,NA
45,44,17,14,NA,NA,NA,NA,NA,NA,NA,NA
37,32,11,9,1,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,52,22,19,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,63,59,50,27,24,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,12,10,NA,NA,NA,NA,NA,NA,NA,NA
40,40,9,3,NA,NA,NA,NA,NA,NA,NA,NA
70,65,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,50,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,37,10,10,2,NA,NA,NA,NA,NA,NA,NA
75,72,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,21,20,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,52,23,21,20,NA,NA,NA,NA,NA,NA,NA
58,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,35,13,9,NA,NA,NA,NA,NA,NA,NA,NA
51,45,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,63,36,36,NA,NA,NA,NA,NA,NA,NA,NA
63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,13,11,NA,NA,NA,NA,NA,NA,NA,NA
52,52,20,18,NA,NA,NA,NA,NA,NA,NA,NA
49,48,21,16,12,NA,NA,NA,NA,NA,NA,NA
49,47,20,18,NA,NA,NA,NA,NA,NA,NA,NA
43,41,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,17,14,NA,NA,NA,NA,NA,NA,NA,NA
41,30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,50,23,21,14,NA,NA,NA,NA,NA,NA,NA
64,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,31,2,1,NA,NA,NA,NA,NA,NA,NA,NA
49,43,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,44,17,12,NA,NA,NA,NA,NA,NA,NA,NA
44,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,18,15,13,NA,NA,NA,NA,NA,NA,NA
36,36,7,5,NA,NA,NA,NA,NA,NA,NA,NA
46,43,18,15,13,NA,NA,NA,NA,NA,NA,NA
55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,39,9,6,NA,NA,NA,NA,NA,NA,NA,NA
75,51,51,35,26,22,21,NA,NA,NA,NA,NA
42,30,16,14,NA,NA,NA,NA,NA,NA,NA,NA
82,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,36,10,6,2,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,48,22,20,NA,NA,NA,NA,NA,NA,NA,NA
52,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,22,19,NA,NA,NA,NA,NA,NA,NA,NA
76,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,49,21,19,16,NA,NA,NA,NA,NA,NA,NA
40,38,12,8,NA,NA,NA,NA,NA,NA,NA,NA
41,40,13,9,NA,NA,NA,NA,NA,NA,NA,NA
57,51,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,37,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,42,18,14,NA,NA,NA,NA,NA,NA,NA,NA
45,45,13,11,9,NA,NA,NA,NA,NA,NA,NA
71,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,18,10,NA,NA,NA,NA,NA,NA,NA,NA
59,49,24,20,NA,NA,NA,NA,NA,NA,NA,NA
41,40,12,9,NA,NA,NA,NA,NA,NA,NA,NA
73,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,43,5,3,NA,NA,NA,NA,NA,NA,NA,NA
47,42,12,8,NA,NA,NA,NA,NA,NA,NA,NA
47,46,14,13,9,NA,NA,NA,NA,NA,NA,NA
48,38,14,14,NA,NA,NA,NA,NA,NA,NA,NA
73,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,28,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,54,27,27,NA,NA,NA,NA,NA,NA,NA,NA
33,29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,46,20,17,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,11,9,6,NA,NA,NA,NA,NA,NA,NA
43,30,5,2,NA,NA,NA,NA,NA,NA,NA,NA
27,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,13,11,6,NA,NA,NA,NA,NA,NA,NA
53,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,32,8,5,NA,NA,NA,NA,NA,NA,NA,NA
37,35,11,7,NA,NA,NA,NA,NA,NA,NA,NA
54,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,53,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,35,12,8,0,NA,NA,NA,NA,NA,NA,NA
59,31,29,26,25,23,NA,NA,NA,NA,NA,NA
44,43,15,13,11,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,51,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,41,19,15,NA,NA,NA,NA,NA,NA,NA,NA
36,33,4,1,NA,NA,NA,NA,NA,NA,NA,NA
30,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,55,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,36,10,2,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,34,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,40,19,7,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,10,9,1,NA,NA,NA,NA,NA,NA,NA
47,41,14,11,NA,NA,NA,NA,NA,NA,NA,NA
51,50,24,20,NA,NA,NA,NA,NA,NA,NA,NA
39,36,10,8,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,22,14,2,NA,NA,NA,NA,NA,NA,NA,NA
40,40,11,8,NA,NA,NA,NA,NA,NA,NA,NA
58,57,27,23,NA,NA,NA,NA,NA,NA,NA,NA
55,50,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,28,27,9,0,NA,NA,NA,NA,NA,NA,NA
59,36,32,9,5,3,NA,NA,NA,NA,NA,NA
31,29,2,0,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,44,19,15,NA,NA,NA,NA,NA,NA,NA,NA
73,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,53,26,22,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,46,17,13,NA,NA,NA,NA,NA,NA,NA,NA
26,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,14,9,NA,NA,NA,NA,NA,NA,NA,NA
55,52,18,15,NA,NA,NA,NA,NA,NA,NA,NA
48,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,16,13,NA,NA,NA,NA,NA,NA,NA,NA
39,36,8,4,NA,NA,NA,NA,NA,NA,NA,NA
39,29,7,3,1,NA,NA,NA,NA,NA,NA,NA
51,39,13,13,NA,NA,NA,NA,NA,NA,NA,NA
42,39,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,51,23,21,20,NA,NA,NA,NA,NA,NA,NA
66,66,65,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,44,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,67,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,42,10,8,4,NA,NA,NA,NA,NA,NA,NA
21,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,12,10,NA,NA,NA,NA,NA,NA,NA,NA
72,66,29,25,NA,NA,NA,NA,NA,NA,NA,NA
62,58,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,47,22,20,NA,NA,NA,NA,NA,NA,NA,NA
53,51,22,19,10,NA,NA,NA,NA,NA,NA,NA
40,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,31,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,22,22,20,17,NA,NA,NA,NA,NA,NA
36,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,40,13,13,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,15,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,47,22,17,NA,NA,NA,NA,NA,NA,NA,NA
49,49,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,12,8,NA,NA,NA,NA,NA,NA,NA,NA
74,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,35,11,8,NA,NA,NA,NA,NA,NA,NA,NA
52,51,22,20,18,16,NA,NA,NA,NA,NA,NA
64,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,44,6,3,NA,NA,NA,NA,NA,NA,NA,NA
65,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,54,25,19,15,NA,NA,NA,NA,NA,NA,NA
35,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,34,5,0,NA,NA,NA,NA,NA,NA,NA,NA
36,36,11,2,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,36,6,4,NA,NA,NA,NA,NA,NA,NA,NA
47,34,30,29,24,22,NA,NA,NA,NA,NA,NA
61,54,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,14,12,3,NA,NA,NA,NA,NA,NA,NA
44,44,12,10,10,NA,NA,NA,NA,NA,NA,NA
40,39,11,9,6,NA,NA,NA,NA,NA,NA,NA
71,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,37,10,8,6,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,37,13,10,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,44,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,49,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,34,6,3,NA,NA,NA,NA,NA,NA,NA,NA
32,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,23,19,NA,NA,NA,NA,NA,NA,NA,NA
38,29,3,0,NA,NA,NA,NA,NA,NA,NA,NA
46,45,19,14,NA,NA,NA,NA,NA,NA,NA,NA
46,43,19,17,9,NA,NA,NA,NA,NA,NA,NA
44,40,14,11,NA,NA,NA,NA,NA,NA,NA,NA
40,40,14,12,10,8,NA,NA,NA,NA,NA,NA
55,53,27,24,NA,NA,NA,NA,NA,NA,NA,NA
28,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,38,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,44,20,15,10,NA,NA,NA,NA,NA,NA,NA
70,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,44,22,15,NA,NA,NA,NA,NA,NA,NA,NA
50,49,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,41,17,11,NA,NA,NA,NA,NA,NA,NA,NA
53,49,24,19,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33,5,1,NA,NA,NA,NA,NA,NA,NA,NA
57,56,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,38,16,14,NA,NA,NA,NA,NA,NA,NA,NA
47,45,17,12,10,NA,NA,NA,NA,NA,NA,NA
50,46,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,42,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,51,31,26,11,1,NA,NA,NA,NA,NA,NA
41,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,36,4,1,NA,NA,NA,NA,NA,NA,NA,NA
57,54,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,37,8,6,NA,NA,NA,NA,NA,NA,NA,NA
46,17,15,13,1,NA,NA,NA,NA,NA,NA,NA
47,46,17,15,NA,NA,NA,NA,NA,NA,NA,NA
42,42,13,11,NA,NA,NA,NA,NA,NA,NA,NA
39,34,7,2,NA,NA,NA,NA,NA,NA,NA,NA
31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,45,16,9,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,18,16,7,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,56,34,28,NA,NA,NA,NA,NA,NA,NA,NA
43,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,13,11,9,NA,NA,NA,NA,NA,NA,NA,NA
24,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,46,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,31,4,2,NA,NA,NA,NA,NA,NA,NA,NA
70,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,22,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,43,19,17,NA,NA,NA,NA,NA,NA,NA,NA
75,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,50,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,41,14,12,NA,NA,NA,NA,NA,NA,NA,NA
86,64,53,50,NA,NA,NA,NA,NA,NA,NA,NA
26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,46,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,34,3,1,NA,NA,NA,NA,NA,NA,NA,NA
50,49,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,43,15,13,NA,NA,NA,NA,NA,NA,NA,NA
59,58,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,15,13,NA,NA,NA,NA,NA,NA,NA,NA
42,19,18,8,NA,NA,NA,NA,NA,NA,NA,NA
51,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,46,21,19,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,38,14,12,NA,NA,NA,NA,NA,NA,NA,NA
55,53,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,53,27,25,22,NA,NA,NA,NA,NA,NA,NA
27,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,49,19,17,NA,NA,NA,NA,NA,NA,NA,NA
38,38,9,7,2,NA,NA,NA,NA,NA,NA,NA
46,46,25,19,18,NA,NA,NA,NA,NA,NA,NA
38,31,14,12,8,NA,NA,NA,NA,NA,NA,NA
34,28,5,1,NA,NA,NA,NA,NA,NA,NA,NA
52,49,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,28,3,0,NA,NA,NA,NA,NA,NA,NA,NA
36,34,6,5,3,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,25,3,0,NA,NA,NA,NA,NA,NA,NA,NA
46,42,18,16,2,NA,NA,NA,NA,NA,NA,NA
30,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,36,7,5,2,NA,NA,NA,NA,NA,NA,NA
55,51,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,34,5,3,0,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,31,7,6,3,NA,NA,NA,NA,NA,NA,NA
84,84,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,35,9,6,NA,NA,NA,NA,NA,NA,NA,NA
23,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,57,24,23,NA,NA,NA,NA,NA,NA,NA,NA
42,41,19,17,16,NA,NA,NA,NA,NA,NA,NA
33,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,36,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,29,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,43,18,17,7,NA,NA,NA,NA,NA,NA,NA
32,31,4,1,NA,NA,NA,NA,NA,NA,NA,NA
45,40,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,33,3,1,NA,NA,NA,NA,NA,NA,NA,NA
53,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,13,10,NA,NA,NA,NA,NA,NA,NA,NA
63,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,46,16,14,NA,NA,NA,NA,NA,NA,NA,NA
48,41,11,9,NA,NA,NA,NA,NA,NA,NA,NA
72,68,42,40,NA,NA,NA,NA,NA,NA,NA,NA
37,36,9,8,0,NA,NA,NA,NA,NA,NA,NA
35,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,13,10,NA,NA,NA,NA,NA,NA,NA,NA
42,41,12,9,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,18,16,NA,NA,NA,NA,NA,NA,NA,NA
78,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,39,17,13,3,NA,NA,NA,NA,NA,NA,NA
55,53,30,27,NA,NA,NA,NA,NA,NA,NA,NA
43,41,14,12,NA,NA,NA,NA,NA,NA,NA,NA
31,27,3,1,0,NA,NA,NA,NA,NA,NA,NA
36,32,9,7,NA,NA,NA,NA,NA,NA,NA,NA
49,46,22,20,18,NA,NA,NA,NA,NA,NA,NA
39,37,7,5,1,NA,NA,NA,NA,NA,NA,NA
58,54,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,33,8,5,NA,NA,NA,NA,NA,NA,NA,NA
85,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
